,Bedrooms,Bathrooms,Status,Size,Location,Price,Facing,Type
0,2,0,1,1175,33,35.83,1,0
1,2,0,1,1221,33,37.24,1,0
2,2,0,1,1191,33,36.32,1,0
3,3,3,1,1587,55,55.5,8,0
4,0,0,2,1560,31,15.5,0,3
5,2,2,1,1450,55,48.0,1,0
6,2,2,3,1290,31,50.0,3,2
7,2,2,1,1200,55,40.0,1,0
8,3,3,1,1663,17,59.86,0,0
9,3,3,1,1500,23,56.0,1,1
10,3,3,1,2062,18,89.0,1,0
11,2,2,1,1250,14,39.0,1,0
12,2,2,1,1350,7,59.0,0,2
13,3,3,3,1600,74,95.0,8,1
14,6,7,1,3700,54,110.00000000000001,1,2
15,0,0,2,1782,31,16.83,1,3
16,0,0,2,1800,55,33.0,8,3
17,0,0,2,1500,31,20.0,1,3
19,3,3,1,1650,17,72.0,1,0
20,2,2,1,1000,52,56.0,1,2
23,2,2,3,1200,7,76.58,1,0
24,2,1,1,1151,23,28.18,1,0
25,0,0,0,1818,54,46.46,8,3
26,0,0,0,1647,31,25.61,1,3
28,3,3,1,2000,32,100.0,1,0
29,0,0,0,1647,17,29.25,8,3
30,2,2,1,1168,55,41.95,0,0
31,2,2,3,1200,7,58.8,0,0
32,0,0,0,1845,17,33.82,3,3
33,1,0,1,1054,31,26.5,1,0
34,3,3,1,1560,17,74.0,1,4
35,2,2,1,1400,45,57.0,1,0
36,0,0,0,1647,13,32.94,8,2
37,0,0,0,1647,31,31.11,0,3
38,0,0,0,1980,32,50.6,8,3
39,0,0,0,150,14,20.25,8,3
40,3,3,1,1460,11,75.0,1,3
41,2,2,1,1266,17,44.13,0,0
42,3,3,1,2000,60,65.0,1,0
43,2,2,3,1150,32,48.0,0,0
44,0,0,2,1620,31,22.5,0,2
45,0,0,0,1944,33,68.04,1,3
46,2,2,3,1103,55,60.0,0,3
47,1,1,1,914,17,53.5,1,2
48,2,2,3,900,52,50.0,1,0
49,2,2,1,1174,33,34.0,1,2
50,0,0,0,1818,55,33.33,0,0
51,0,0,0,1647,55,43.92,1,3
52,0,0,2,1800,17,17.0,1,3
53,0,0,0,1647,17,29.09,0,3
54,3,3,1,2000,65,105.0,1,3
55,2,2,1,1200,7,45.55,1,0
56,0,0,0,1080,78,9.6,1,0
57,3,3,3,1512,32,68.04,0,3
61,1,1,1,661,17,28.0,1,0
62,0,0,0,1350,61,13.5,1,0
63,2,2,3,1280,31,44.99,1,3
64,2,2,1,1100,13,22.0,1,2
65,0,0,0,2205,37,41.5,1,0
66,0,0,0,1800,31,28.0,1,3
67,0,0,2,1548,55,35.3,0,3
68,0,0,0,2700,31,39.0,0,3
69,0,0,0,1485,17,27.0,1,3
70,0,0,0,1350,31,24.0,0,3
71,2,2,1,800,19,24.0,1,3
73,2,2,1,1005,36,42.0,1,2
74,2,2,1,800,81,27.0,1,0
75,2,2,1,900,52,25.75,1,0
76,3,3,1,2280,18,60.0,1,0
77,2,2,1,950,17,26.5,1,0
78,2,2,1,1500,32,65.0,0,5
80,0,0,0,1647,14,30.19,0,5
81,2,2,1,1350,54,59.99,1,3
83,3,3,1,2120,81,85.0,1,2
84,0,0,0,1350,0,5.23,1,1
85,0,0,2,2097,40,74.65,8,3
86,0,0,0,3150,54,71.75,8,3
87,0,0,2,1548,54,35.3,0,3
88,0,0,0,1500,17,28.0,0,3
89,0,0,0,1818,55,32.11,8,3
92,0,0,0,1080,62,5.4,2,2
93,0,0,0,1080,62,5.39,3,3
94,0,0,0,1350,17,13.5,0,3
95,0,0,0,2052,31,38.76,0,3
96,0,0,0,1638,55,42.0,8,3
97,2,5,1,1107,85,110.00000000000001,1,3
99,3,3,3,2100,11,99.75,1,5
123,0,0,0,1647,60,29.09,0,0
124,0,0,0,1764,55,31.16,8,3
125,0,0,0,1764,55,32.34,0,3
127,0,0,0,1647,55,42.09,8,3
129,0,0,0,1719,14,31.51,0,3
130,0,0,0,1719,14,30.36,1,3
131,0,0,0,1719,14,30.36,8,3
132,0,0,0,1647,44,30.19,0,3
133,0,0,0,1647,44,29.09,8,3
134,2,2,1,1200,7,45.55,1,3
135,2,2,3,1200,7,75.0,1,0
136,0,0,0,1647,31,24.7,1,0
137,0,0,0,1647,31,25.61,1,3
138,0,0,0,1647,31,22.87,1,3
139,0,0,0,1944,31,36.72,0,3
140,0,0,0,1836,31,34.68,0,3
141,0,0,0,1782,31,33.66,0,3
142,3,3,1,2000,32,102.0,1,3
143,3,3,1,2000,65,108.0,1,0
144,3,3,1,2110,65,114.99999999999999,1,0
145,3,3,1,2110,65,115.99999999999999,1,0
146,2,2,1,1460,65,76.01,1,0
148,3,3,1,2320,65,132.0,1,0
149,3,3,1,2300,65,130.0,1,0
150,3,3,1,1460,65,80.0,1,1
151,3,3,1,1460,65,80.01,1,0
152,3,3,1,2000,39,130.0,1,0
153,3,3,1,2070,65,130.0,1,1
156,3,3,1,2000,39,122.0,1,1
157,2,2,1,1200,65,60.0,1,1
159,3,3,3,2109,7,103.0,0,1
160,3,3,3,1543,7,77.15,0,0
161,3,3,1,2000,39,125.0,1,0
162,3,2,1,1460,65,80.0,1,1
163,0,0,0,1584,17,29.7,0,0
164,2,2,3,1266,32,56.97,8,3
165,2,2,3,1203,32,54.13,1,0
166,3,3,3,1500,11,71.25,1,0
167,2,2,3,1187,11,56.4,1,0
168,2,2,3,1187,32,56.4,1,0
169,2,2,3,1250,32,59.4,0,0
170,3,3,3,2350,32,98.7,1,0
171,3,3,3,2350,32,98.7,1,0
172,0,0,0,1284,17,23.54,0,0
173,2,2,3,1250,7,61.25,0,3
174,3,3,3,1819,7,89.13,0,0
175,2,2,3,1280,7,62.72,0,0
177,3,3,1,2000,32,100.0,1,0
178,3,3,1,2000,32,100.0,1,0
179,3,3,1,1460,65,78.0,1,0
180,3,3,1,1460,65,78.0,1,0
181,0,0,0,1650,17,30.25,0,0
182,0,0,0,1107,54,23.0,1,3
183,0,0,0,1500,31,19.99,0,3
184,0,0,0,864,62,4.32,3,3
185,0,0,0,1080,77,5.4,2,5
186,0,0,2,1548,32,35.3,1,3
187,0,0,0,1260,54,1.95,0,3
188,0,0,0,2430,31,62.1,0,3
189,0,0,0,1746,13,3.58,0,3
190,2,2,1,900,2,68.0,1,3
191,4,4,1,1800,1,81.0,1,3
194,2,2,1,1440,31,42.0,1,1
198,2,2,1,1050,19,33.0,1,2
199,0,0,0,1080,62,5.39,8,2
200,0,0,0,1080,62,5.39,5,0
201,0,0,0,1080,46,5.39,7,3
202,0,0,0,1080,62,5.39,2,3
203,0,0,0,1080,46,5.39,4,3
204,0,0,0,1080,46,5.39,6,3
205,0,0,0,1080,46,5.39,0,3
206,0,0,0,1080,46,5.39,3,3
207,0,0,0,1080,46,5.39,8,3
208,0,0,0,1080,62,5.39,6,3
209,0,0,0,1080,46,5.39,5,3
210,0,0,0,1080,62,5.39,4,3
211,0,0,0,1080,62,5.39,0,3
212,0,0,0,1080,46,5.39,2,3
213,0,0,0,1080,62,5.39,7,3
214,2,2,1,1100,1,35.95,1,3
225,0,0,0,1080,0,4.2,3,0
226,0,0,0,1080,0,4.2,0,2
227,0,0,0,1017,28,4.95,1,3
228,0,0,0,1080,62,5.4,3,3
229,0,0,0,1800,62,9.0,3,3
230,0,0,0,864,62,4.32,3,5
231,0,0,0,900,62,5.49,3,3
232,0,0,0,1080,48,5.4,2,5
233,0,0,0,1116,47,5.58,8,3
234,0,0,0,1080,0,4.2,5,5
235,0,0,0,990,0,4.95,3,3
236,0,0,0,1080,62,6.6,3,3
237,0,0,0,900,62,4.5,3,3
238,0,0,0,900,0,3.5,8,3
239,2,2,1,1215,26,36.45,1,3
240,3,3,1,1625,26,48.75,1,3
241,3,3,1,1715,26,51.45,1,3
243,0,0,0,1080,46,5.4,6,3
244,0,0,0,1080,0,5.4,2,0
245,0,0,0,1080,0,4.2,0,0
246,0,0,0,1080,0,5.4,8,0
247,0,0,0,1080,0,5.4,5,3
248,0,0,0,1080,0,5.4,0,3
249,0,0,0,1080,0,5.4,7,3
250,0,0,0,1080,0,5.4,6,3
251,0,0,0,1080,62,5.4,3,3
252,0,0,0,1080,0,5.4,4,3
253,0,0,0,900,0,3.5,3,3
254,0,0,0,1080,0,5.4,3,3
255,0,0,0,900,62,4.5,0,3
256,0,0,0,900,62,4.5,3,3
257,0,0,0,900,62,5.5,3,3
258,0,0,0,1800,62,9.0,3,3
259,0,0,0,1080,46,5.4,7,3
260,0,0,0,1080,46,5.4,7,3
261,0,0,0,1080,46,5.4,4,3
262,0,0,0,1080,46,5.4,3,3
263,0,0,0,1080,46,5.4,8,5
264,0,0,0,1080,46,5.4,0,3
265,0,0,0,1080,46,5.4,2,3
266,0,0,0,1080,62,5.4,4,3
267,0,0,0,1080,46,5.4,5,3
268,0,0,0,1080,62,5.4,8,3
269,0,0,0,1080,0,4.2,6,3
270,0,0,0,1080,62,5.4,5,3
271,0,0,0,1080,0,4.2,3,3
272,0,0,0,900,0,3.5,0,3
273,0,0,0,1080,62,5.4,3,3
274,0,0,0,1080,62,5.4,0,3
275,0,0,0,1080,0,5.4,0,3
276,0,0,0,1080,0,5.4,3,3
277,0,0,0,1080,0,5.4,5,3
278,0,0,0,1080,0,5.4,8,3
279,0,0,0,990,78,4.95,3,3
280,0,0,0,990,78,4.95,8,3
281,0,0,0,990,78,4.95,0,3
282,0,0,0,1080,0,5.4,8,3
283,0,0,0,1080,0,5.4,3,3
284,0,0,0,1080,0,5.4,0,3
285,0,0,0,1080,0,4.8,3,3
286,0,0,0,1080,0,4.2,0,3
287,0,0,0,1800,0,7.0,3,3
288,0,0,0,1800,17,7.0,3,3
289,0,0,0,1080,78,9.6,5,3
290,0,0,0,900,78,8.0,4,3
291,0,0,0,1080,78,9.6,3,3
292,0,0,0,1080,0,4.2,2,3
293,0,0,0,1080,77,5.4,0,3
295,0,0,0,1647,31,27.44,0,3
297,0,0,0,1350,19,16.29,0,3
298,0,0,0,1350,31,14.99,0,3
299,0,0,0,1110,54,22.99,0,3
300,0,0,0,1350,54,24.99,0,3
301,0,0,0,1350,19,22.5,1,3
302,0,0,2,1908,71,8.87,8,3
303,0,0,0,900,0,3.49,0,3
305,0,0,0,1350,0,5.99,0,3
306,0,0,0,900,61,3.5,0,3
307,0,0,0,1300,45,9.99,0,3
309,0,0,0,1350,31,5.99,0,3
310,0,0,0,900,41,3.6,1,3
311,0,0,0,900,62,7.5,1,3
313,0,0,0,1350,31,16.5,0,3
314,0,0,0,1350,31,16.5,1,3
315,0,0,0,1350,54,19.99,0,3
316,0,0,0,900,42,4.99,1,3
317,0,0,0,1593,54,18.0,1,3
318,0,0,0,1350,54,18.0,0,3
319,0,0,0,2178,15,5.5,1,3
320,0,0,0,1650,31,9.99,0,3
321,2,2,1,1242,11,85.0,1,3
322,3,3,3,2000,72,96.0,0,3
323,2,2,3,1100,55,57.0,8,3
324,2,2,3,1647,32,60.0,0,3
325,3,3,1,1500,65,75.0,1,3
326,2,2,1,1023,55,30.0,1,3
327,0,0,0,1800,33,60.0,1,2
328,0,0,2,533,10,53.3,0,0
329,3,0,1,1752,69,63.0,1,2
330,2,2,3,1150,32,48.0,0,2
331,1,1,1,477,24,91.43,1,0
332,1,1,1,1103,70,26.5,1,0
334,0,0,0,900,7,5.5,0,3
335,1,1,1,1013,70,38.48,1,1
336,1,1,1,1075,72,45.4,1,2
337,1,1,1,534,21,25.0,1,0
338,1,1,1,1350,39,38.73,1,0
339,1,1,1,534,21,52.9,1,0
340,1,1,1,819,24,75.6,1,3
341,1,1,1,1437,57,45.0,1,2
342,1,0,1,961,74,38.79,1,0
343,1,0,1,1500,17,43.2,1,2
344,0,0,0,200,61,70.0,1,2
346,0,0,2,1647,13,30.75,0,0
347,0,0,0,1647,54,40.0,0,0
348,0,0,0,1647,54,40.0,2,4
349,0,0,0,1647,54,40.0,2,0
350,2,2,1,1210,45,30.0,1,4
352,0,0,2,3033,32,25.2,1,4
353,0,0,2,544,65,56.25,1,3
354,0,0,0,1600,55,29.28,1,3
355,0,0,0,1647,69,29.28,1,3
358,0,0,0,1197,31,6.65,0,3
360,0,0,0,150,13,25.5,0,2
361,0,0,0,1512,62,10.0,1,3
362,0,0,0,1485,46,9.9,1,3
363,0,0,0,1647,55,29.28,0,3
364,3,3,1,1450,81,61.98,1,3
365,2,2,1,910,7,63.0,1,3
366,2,2,1,1350,81,52.0,1,3
367,0,0,0,1350,61,16.5,1,3
368,3,3,1,1500,84,45.99,1,2
369,2,2,1,1200,81,42.0,1,3
370,1,2,1,1151,23,34.5,3,3
371,0,0,0,1773,81,90.0,1,3
372,0,0,0,1305,32,54.39,1,3
373,3,3,1,1350,84,40.0,1,0
374,3,3,1,1905,17,66.0,1,0
375,3,3,1,1400,17,49.0,1,0
376,2,2,1,960,44,35.0,1,3
377,3,3,1,1549,44,63.0,1,0
378,3,3,1,1549,44,63.0,1,0
381,3,3,1,1485,17,46.0,1,3
382,3,3,1,1485,17,46.0,1,0
383,3,3,1,1485,17,46.0,1,0
384,3,3,1,1485,17,46.0,1,0
385,3,3,1,1485,17,46.0,1,0
386,3,3,1,1485,17,46.0,1,0
387,3,3,1,1485,17,46.0,1,0
388,3,3,1,1485,17,46.0,1,5
389,3,3,1,1485,17,46.0,1,1
390,3,3,1,1485,17,46.0,1,0
391,3,3,1,1485,17,46.0,1,0
392,3,3,1,1485,17,46.0,1,0
393,3,3,1,1485,17,46.0,1,0
394,2,2,1,960,44,37.0,1,0
395,2,2,1,960,44,37.0,1,0
398,2,2,1,1260,37,47.0,1,0
399,2,2,1,1100,22,57.5,1,0
400,2,2,1,900,60,40.0,1,0
401,2,2,1,970,31,43.0,1,0
402,3,4,1,2650,13,105.0,1,0
404,3,3,1,1600,4,57.0,1,0
405,3,3,1,1485,17,46.0,1,2
406,3,3,1,1485,17,46.0,1,5
407,3,3,1,1485,17,46.0,1,0
408,3,3,1,1438,17,46.0,1,2
409,3,3,1,1485,17,46.0,1,2
410,3,3,1,1485,17,46.0,1,2
411,3,3,1,1485,17,46.0,1,5
412,3,3,1,1485,17,46.0,1,0
413,3,3,1,1495,17,46.0,1,0
414,3,3,1,1495,17,46.0,1,0
415,3,3,1,1495,17,46.0,1,0
416,3,3,1,1495,17,46.0,1,0
417,3,3,1,1495,17,46.0,1,0
418,2,2,1,960,44,35.0,1,0
419,2,2,1,960,44,35.0,1,0
420,3,3,1,1549,44,63.0,1,0
421,3,3,1,1549,44,63.0,1,0
422,3,2,1,1549,44,63.0,1,0
423,2,3,1,960,44,35.0,1,0
424,2,2,1,960,44,37.0,1,0
425,3,3,1,1549,44,63.0,1,0
426,3,4,3,1549,44,63.0,1,0
427,3,3,1,1549,44,63.0,1,0
428,2,2,1,960,44,35.0,1,0
429,3,3,1,1905,17,66.67,1,0
437,2,2,1,1905,17,66.67,1,0
438,2,2,1,1485,56,52.0,1,0
440,3,3,1,1549,44,63.0,1,2
441,3,3,1,1549,44,63.0,1,2
442,3,3,1,1549,44,63.0,1,2
443,3,3,1,2000,17,70.0,1,2
444,3,3,1,1600,17,56.0,1,1
445,2,2,1,960,44,37.0,1,2
446,3,3,1,1549,44,63.0,1,0
447,3,3,1,1549,44,63.0,1,2
448,3,3,1,1549,44,63.0,1,2
449,2,2,1,960,44,35.0,1,0
450,2,2,1,960,44,37.0,1,0
451,3,3,1,1549,44,63.0,1,0
452,2,2,1,960,44,35.0,1,0
453,3,3,1,1459,32,62.0,1,0
454,2,2,1,1081,17,31.34,1,0
455,3,3,1,1204,17,34.91,1,0
456,0,0,0,1350,38,2.1,0,0
457,0,0,0,1647,22,30.2,0,0
458,0,0,0,1800,56,24.0,8,0
459,0,0,0,1800,6,24.0,2,0
460,0,0,0,1350,6,18.0,3,0
461,0,0,0,1350,6,18.0,0,0
462,0,0,0,1350,6,18.0,8,0
463,0,0,0,1350,56,18.0,2,0
464,0,0,0,900,56,12.0,0,0
465,0,0,0,900,56,12.0,8,3
466,0,0,0,900,56,12.0,2,3
467,0,0,0,280,71,15.4,8,3
468,0,0,0,1647,22,31.0,0,3
469,0,0,0,1485,56,18.97,0,3
470,0,0,0,1791,42,3.9,0,3
471,0,0,0,1818,13,35.35,0,3
472,0,0,0,1962,13,38.15,0,3
473,0,0,0,1710,13,31.35,8,3
474,0,0,0,1548,22,30.1,0,3
475,0,0,0,1647,22,32.02,0,3
476,0,0,0,1503,13,30.06,8,3
477,0,0,0,1467,13,29.34,8,3
478,0,0,0,1647,22,30.19,0,3
479,0,0,0,1557,13,31.14,8,3
480,0,0,0,1548,13,30.96,8,3
481,0,0,0,1512,13,30.24,8,3
482,0,0,0,1512,13,30.24,8,3
483,0,0,0,1710,13,34.2,8,3
484,0,0,0,1692,13,33.84,8,3
485,0,0,0,1683,13,33.66,8,3
486,0,0,0,1647,13,32.94,8,3
487,0,0,0,1566,13,31.32,8,3
488,0,0,0,1728,13,34.56,8,3
489,0,0,0,1719,13,34.38,8,3
491,0,0,0,1944,22,35.64,0,3
492,0,0,0,1548,22,28.38,0,3
493,0,0,0,1944,22,35.64,0,3
494,0,0,0,1764,22,32.34,0,3
495,0,0,0,1557,22,28.54,0,3
496,0,0,0,1836,22,32.43,8,3
497,0,0,0,1647,22,30.19,0,3
498,0,0,0,1818,22,33.33,0,3
499,0,0,0,1917,22,22.75,0,3
500,0,0,0,1818,22,33.33,0,3
501,0,0,0,1557,22,28.54,0,3
502,0,0,0,1647,22,20.09,8,3
503,0,0,0,1818,22,40.4,3,3
504,0,0,0,1503,22,27.55,0,3
505,0,0,0,1413,31,22.92,0,3
506,0,0,0,1503,31,26.38,8,3
507,0,0,0,1683,13,30.85,0,3
508,0,0,0,187,30,2.5,0,3
509,0,0,0,4077,13,54.36,0,3
510,0,0,0,3996,13,53.28,1,3
511,0,0,0,1620,13,33.3,0,3
512,0,0,0,3366,13,44.88,3,3
513,0,0,0,2439,13,32.52,3,3
514,0,0,0,1989,13,26.51,4,3
517,0,0,0,2475,13,33.0,4,3
518,0,0,0,1728,13,35.52,0,3
519,0,0,0,2304,13,30.72,4,3
521,0,0,0,1719,13,35.33,0,3
522,0,0,0,3942,13,50.37,3,3
524,0,0,0,3942,13,50.37,3,3
526,0,0,0,2655,13,35.4,6,3
527,0,0,0,2340,13,31.2,6,3
528,0,0,0,1899,13,25.32,6,3
529,0,0,0,1647,13,33.85,1,3
530,0,0,0,1800,13,24.0,6,3
531,0,0,0,491,13,58.92,1,3
532,0,0,0,3339,13,44.52,4,3
533,0,0,0,3213,13,42.84,4,3
534,0,0,0,3168,13,42.24,4,3
535,0,0,0,3150,13,42.0,4,3
536,0,0,0,3024,13,40.32,4,3
537,0,0,0,1440,13,28.8,8,3
538,0,0,0,1395,13,18.6,8,3
539,0,0,0,2637,13,35.16,7,3
540,0,0,0,2502,13,33.36,7,3
541,0,0,0,1872,13,24.96,7,3
542,0,0,0,1701,13,22.68,7,3
543,0,0,0,2745,13,36.6,6,3
544,0,0,0,1647,13,32.94,8,3
545,0,0,0,1566,13,31.32,8,3
546,0,0,0,1557,13,31.14,8,3
547,0,0,0,1548,13,30.96,8,3
548,0,0,0,1467,13,29.34,8,3
549,0,0,0,1458,13,29.16,8,3
551,0,0,0,1818,13,36.36,1,3
552,0,0,0,1674,13,22.32,0,3
553,0,0,0,1755,13,35.1,1,3
554,0,0,0,1746,13,34.92,1,3
555,0,0,0,1557,13,31.14,8,3
556,0,0,0,1719,13,34.38,8,3
557,0,0,0,1710,13,34.2,8,3
558,0,0,0,1692,13,33.84,8,3
559,0,0,0,2439,13,50.13,0,3
560,0,0,0,1809,13,37.18,0,3
561,0,0,0,1620,13,33.3,0,3
